EPIScore,Inflation,Unemployment,GDP,BudgetDeficit,DJIA,NASDAQ,Russell2000,S&P500,TreasuryBonds,TreasuryBills,CorporateBonds,MunicipalBonds,Aluminum,Copper,Gold,Lead,Nickel,Silver,Zinc,CrudeOil,NaturalGas,Petroleum,Biofuel,Cattle,Wheat,Cocoa,Coffee,Corn,Cotton,LeanHogs,Soybeans,Sugar
1.0,-0.11281670083121928,0.06343125807969759,-0.3292974171753394,-0.5131238036854646,-0.3324621810743053,-0.30329677473589034,-0.2609191344751125,-0.30151307325106314,-0.3926689811975731,-0.4591458476434428,-0.3746091797512837,-0.38360435059478754,-0.02475317232482555,-0.08832057344415731,-0.30738354892913994,0.1621541464932138,-0.08125247973812492,-0.08487544246659001,-0.06487597874474052,0.054218444531752855,0.10609679071146695,0.03925139263952819,-0.014478451875283209,0.14392482792575345,-0.046844023556076884,0.0876784218191408,0.1421455399156046,-0.06039929942939054,-0.004822532853645125,0.023129236335005018,0.05275136527583357,0.09862548690346185
-0.11281670083121928,1.0,-0.3816813430890971,0.7629285011456673,-0.05382077216493333,0.6586860571180971,0.6567886779567328,0.6186200744385014,0.7132111140508077,0.3406055698371153,0.5431501135545419,0.44981844836764195,0.49136578421958543,0.8053349312676412,0.6502029004326877,0.5402851301353878,0.26907509598692925,0.7056505297137491,0.29192406671619736,0.6651991031604391,0.3067761453840781,0.6601188812366559,0.40714882801507285,0.7039055000186654,0.20529517698569702,0.7026063459225567,-0.05075351392166037,0.7114163658213456,0.639175308790128,0.7716006678983124,0.37888734508866434,0.535814993264076,0.42073114512329957
0.06343125807969759,-0.3816813430890971,1.0,-0.3902662759098779,0.25554196300846865,-0.2926961375399274,-0.14986425869484968,-0.32456941441380216,-0.24124784306488917,0.12039558405264547,-0.03176823613310433,-0.0649002788915488,-0.18042026993047194,-0.31341303689931904,-0.02450608637458349,0.241410264780371,-0.26504253067999206,-0.05460911141414916,0.34140929334147085,-0.45995208280124344,0.025856055180726548,-0.16191031509657167,-0.02014310044338474,-0.0021043844048953173,-0.10403861763933257,0.05549575382532088,0.055414028602961234,-0.13496967295123613,0.032416541419666635,-0.23143281508809757,-0.013698272324292653,0.1224624155008224,-0.028448892613414756
-0.3292974171753394,0.7629285011456673,-0.3902662759098779,1.0,0.22013695694975924,0.9624782225488758,0.9271539587270136,0.8960145275045699,0.9586127231100832,0.7501393708268452,0.8938524707802923,0.857644437162302,0.8947409775010384,0.6795813567857625,0.5433181170515159,0.684912907388905,0.17603195819932746,0.530744708140997,0.18393422364315082,0.7618298397154685,-0.09044950641834429,0.33089424176474147,0.012000392628315737,0.34291012820954736,-0.14361679532184657,0.4043659091630516,-0.27388753981097635,0.332132660191588,0.3339506712595749,0.5292793292265782,0.057610689390016186,0.2134739352661247,0.03414494068743635
-0.5131238036854646,-0.05382077216493333,0.25554196300846865,0.22013695694975924,1.0,0.2803564922920285,0.28132009824370224,0.22518010810102884,0.2539255940548854,0.4190541638776942,0.4053431980278057,0.36756806960298094,0.363004476790241,-0.06944981519569858,0.020723992232930862,0.2680810071215631,-0.1984207440450934,-0.020510566544167184,0.02148778416997082,0.029942855778361775,-0.19751696704281527,-0.18623866424971486,-0.19079291607577356,-0.11719325413879492,-0.2892568996067432,-0.06837028491393765,-0.16643846909558177,-0.21845585496526557,-0.055907262593712134,-0.12152401330873296,-0.10071414076905198,-0.11200210074956903,-0.2222399642521758
-0.3324621810743053,0.6586860571180971,-0.2926961375399274,0.9624782225488758,0.2803564922920285,1.0,0.9711054283548272,0.9603125260595243,0.9868627718546817,0.8059056852611933,0.9164053783932251,0.9168915166676662,0.928442388599751,0.6759916635814883,0.6018473875495655,0.7176705343381502,0.23342666849519444,0.5028017097921779,0.2543371540544269,0.7523071518485773,-0.10201785428029325,0.22742044610488096,-0.012601266176870528,0.30445872019242143,-0.179633293459644,0.3525978405109037,-0.3136157900144807,0.25832116358635976,0.30465165949290735,0.4942966545783735,0.05066829910723808,0.21294815133116804,-0.0072414389798786645
-0.30329677473589034,0.6567886779567328,-0.14986425869484968,0.9271539587270136,0.28132009824370224,0.9711054283548272,1.0,0.9511322620988154,0.9907098710158867,0.856907542039721,0.920741143929393,0.9354551323709768,0.9244472907942919,0.6715707774508234,0.650260662259811,0.797572910934764,0.1727294973773949,0.5316318774692081,0.37824409261354175,0.6812588105098065,-0.10392962351889475,0.23892988434539955,-0.01499234238656412,0.3799276303109548,-0.1318187285497227,0.4170608461128138,-0.22643481406634983,0.325007221570907,0.3614249906026355,0.5012060856635591,0.08016040640227302,0.29485913613112646,0.07644387527007664
-0.2609191344751125,0.6186200744385014,-0.32456941441380216,0.8960145275045699,0.22518010810102884,0.9603125260595243,0.9511322620988154,1.0,0.9571744502252546,0.7204908246439771,0.8153021115572143,0.8561295475055645,0.8614689633810909,0.6989367834718827,0.6548920643172056,0.6381551251328277,0.3039949290458081,0.4785355438554939,0.294359433962839,0.7485086327573743,-0.060215025073573535,0.23324362392316791,0.023440223069373326,0.34032790044986855,-0.10316600885230487,0.33729125187973485,-0.25858322759811037,0.29133606331321177,0.3145480924723469,0.5213610832664659,0.10903021795828322,0.2725618595843654,0.07257997287442035
-0.30151307325106314,0.7132111140508077,-0.24124784306488917,0.9586127231100832,0.2539255940548854,0.9868627718546817,0.9907098710158867,0.9571744502252546,1.0,0.81861926057933,0.9112403642919494,0.9169098233457041,0.9196338467643199,0.7069713731934136,0.6431442708172425,0.75980532044455,0.204910115491036,0.5532854881989879,0.3175466813934122,0.7347450945852174,-0.0808875512339733,0.2823654487901128,0.014150853931132235,0.38478692252401725,-0.10967173349007799,0.42455197197829103,-0.23576433038560557,0.3586611749650873,0.361946386182268,0.534939774474619,0.09779243150188938,0.2845696630475976,0.08005083875144749
-0.3926689811975731,0.3406055698371153,0.12039558405264547,0.7501393708268452,0.4190541638776942,0.8059056852611933,0.856907542039721,0.7204908246439771,0.81861926057933,1.0,0.9156547382928723,0.9666214096806038,0.9369784749551466,0.29669703629653027,0.319584948219068,0.7924359785732927,-0.12131803450983064,0.26853215279220305,0.3024989531801593,0.3637183303271991,-0.41585476387877063,-0.11958704315343237,-0.3526295820635616,0.09293432317320073,-0.375163710745293,0.13951190662176113,-0.2007297228207046,0.03604756708019276,0.0984646409905771,0.10419190750631041,-0.18216486864360662,0.021127927704896715,-0.10617897142591126
