Effective date ,S&P 500 Bond Index
11/15/2017,435.3
11/16/2017,435.15
11/17/2017,435.53
11/20/2017,435.64
11/21/2017,436.42
11/22/2017,437.42
11/24/2017,437.28
11/27/2017,437.57
11/28/2017,437.44
11/29/2017,436.68
11/30/2017,436.07
12/1/2017,437.53
12/4/2017,437.93
12/5/2017,438.49
12/6/2017,438.99
12/7/2017,438.12
12/8/2017,438.12
12/11/2017,437.91
12/12/2017,438.03
12/13/2017,439.21
12/14/2017,439.64
12/15/2017,440.05
12/18/2017,439.15
12/19/2017,437.89
12/20/2017,436.51
12/21/2017,437.05
12/22/2017,437.23
12/26/2017,437.79
12/27/2017,439.65
12/28/2017,439.41
12/29/2017,440
1/2/2018,438.39
1/3/2018,438.91
1/4/2018,438.75
1/5/2018,438.64
1/8/2018,438.89
1/9/2018,437.46
1/10/2018,437.64
1/11/2018,438.27
1/12/2018,438.33
1/16/2018,439.05
1/17/2018,438.16
1/18/2018,436.83
1/19/2018,436.06
1/22/2018,435.8
1/23/2018,436.63
1/24/2018,436.33
1/25/2018,437.62
1/26/2018,437.05
1/29/2018,436.48
1/30/2018,435.55
1/31/2018,436.21
2/1/2018,434.49
2/2/2018,433.43
2/5/2018,435.28
2/6/2018,433.05
2/7/2018,432.07
2/8/2018,432.12
2/9/2018,429.9
2/12/2018,430.16
2/13/2018,429.84
2/14/2018,428.31
2/15/2018,428.93
2/16/2018,429.75
2/20/2018,429.59
2/21/2018,427.96
2/22/2018,428.48
2/23/2018,429.34
2/26/2018,429.76
2/27/2018,429.21
2/28/2018,429.51
3/1/2018,430.01
3/2/2018,428.54
3/5/2018,428.15
3/6/2018,428.54
3/7/2018,428.42
3/8/2018,428.74
3/9/2018,428.07
3/12/2018,428.43
3/13/2018,428.69
3/14/2018,429.12
3/15/2018,429.01
3/16/2018,428.67
3/19/2018,428.23
3/20/2018,427.63
3/21/2018,427.5
3/22/2018,427.74
3/23/2018,427.82
3/26/2018,427.34
3/27/2018,429.05
3/28/2018,429.1
3/29/2018,430.17
4/2/2018,430.76
4/3/2018,429.56
4/4/2018,429.14
4/5/2018,429.01
4/6/2018,430.58
4/9/2018,431.18
4/10/2018,431.01
4/11/2018,431.36
4/12/2018,430.63
4/13/2018,430.83
4/16/2018,430.85
4/17/2018,431.24
4/18/2018,429.71
4/19/2018,428.52
4/20/2018,427.16
4/23/2018,426.9
4/24/2018,426.12
4/25/2018,424.85
4/26/2018,425.62
4/27/2018,426.39
4/30/2018,426.59
5/1/2018,425.81
5/2/2018,425.36
5/3/2018,425.7
5/4/2018,425.85
5/7/2018,425.69
5/8/2018,425.4
5/9/2018,424.73
5/10/2018,425.84
5/11/2018,426.5
5/14/2018,426.29
5/15/2018,424.73
5/16/2018,423.53
5/17/2018,423.18
5/18/2018,424.13
5/21/2018,424.47
5/22/2018,424.35
5/23/2018,425.42
5/24/2018,426.22
5/25/2018,427.4
5/29/2018,430.21
5/30/2018,428.84
5/31/2018,428.39
6/1/2018,427.75
6/4/2018,426.75
6/5/2018,427.25
6/6/2018,426.04
6/7/2018,427.34
6/8/2018,426.66
6/11/2018,426.66
6/12/2018,426.62
6/13/2018,426.34
6/14/2018,427.34
6/15/2018,427.27
6/18/2018,427.15
6/19/2018,427.31
6/20/2018,426.06
6/21/2018,426.01
6/22/2018,425.92
6/25/2018,425.95
6/26/2018,426.13
6/27/2018,427.23
6/28/2018,426.97
6/29/2018,426.81
7/2/2018,426.65
7/3/2018,427.65
7/5/2018,428.14
7/6/2018,428.64
7/9/2018,428.81
7/10/2018,429.06
7/11/2018,429.62
7/12/2018,429.84
7/13/2018,430.54
7/16/2018,430.26
7/17/2018,429.97
7/18/2018,429.53
7/19/2018,430.4
7/20/2018,429.43
7/23/2018,428.26
7/24/2018,428.97
7/25/2018,428.83
7/26/2018,429
7/27/2018,429.58
7/30/2018,429.54
7/31/2018,430.36
8/1/2018,429.55
8/2/2018,429.7
8/3/2018,430.8
8/6/2018,431.09
8/7/2018,430.74
8/8/2018,430.69
8/9/2018,431.37
8/10/2018,431.83
8/13/2018,431.56
8/14/2018,431.36
8/15/2018,431.96
8/16/2018,432.38
8/17/2018,432.52
8/20/2018,433.66
8/21/2018,433.4
8/22/2018,433.62
8/23/2018,433.63
8/24/2018,433.84
8/27/2018,433.19
8/28/2018,432.53
8/29/2018,432.57
8/30/2018,432.62
8/31/2018,432.23
9/4/2018,431.68
9/5/2018,431.24
9/6/2018,432.01
9/7/2018,431.06
9/10/2018,431.32
9/11/2018,430.56
9/12/2018,431.04
9/13/2018,431.46
9/14/2018,431.4
9/17/2018,431.52
9/18/2018,430.36
9/19/2018,429.64
9/20/2018,430.25
9/21/2018,430.59
9/24/2018,430.24
9/25/2018,429.94
9/26/2018,431.13
9/27/2018,431.46
9/28/2018,431.39
10/1/2018,430.79
10/2/2018,431.5
10/3/2018,429.36
10/4/2018,428.03
10/5/2018,427.17
10/9/2018,427.59
10/10/2018,427.4
10/11/2018,428.39
10/12/2018,427.82
10/15/2018,428.27
10/16/2018,428.19
10/17/2018,427.07
10/18/2018,427.2
10/19/2018,427
10/22/2018,426.4
10/23/2018,426.2
10/24/2018,427.63
10/25/2018,427.06
10/26/2018,427.53
10/29/2018,427.82
10/30/2018,426.44
10/31/2018,425.89
11/1/2018,425.79
11/2/2018,424.58
11/5/2018,425.03
11/6/2018,425.52
11/7/2018,425.89
11/8/2018,425.85
11/9/2018,426.43
11/13/2018,426.66
11/14/2018,426.13
11/15/2018,425.19
11/16/2018,425.66
11/19/2018,426.05
11/20/2018,425.31
11/21/2018,425.81
11/23/2018,425.82
11/26/2018,425.95
11/27/2018,425.69
11/28/2018,425.05
11/29/2018,425.3
11/30/2018,425.33
12/3/2018,426.81
12/4/2018,427.61
12/6/2018,427.17
12/7/2018,428.24
12/10/2018,428.44
12/11/2018,428.44
12/12/2018,428.54
12/13/2018,428.92
12/14/2018,429.26
12/17/2018,430.25
12/18/2018,431.01
12/19/2018,432.13
12/20/2018,430.5
12/21/2018,430.23
12/24/2018,431.3
12/26/2018,429.1
12/27/2018,428.52
12/28/2018,430.18
12/31/2018,431.14
1/2/2019,431.85
1/3/2019,433.45
1/4/2019,431.7
1/7/2019,431.49
1/8/2019,431.79
1/9/2019,432.7
1/10/2019,432.25
1/11/2019,432.83
1/14/2019,432.64
1/15/2019,432.26
1/16/2019,432.66
1/17/2019,432.75
1/18/2019,433.12
1/22/2019,434.36
1/23/2019,434.96
1/24/2019,436.09
1/25/2019,436.06
1/28/2019,436.1
1/29/2019,437.23
1/30/2019,438.11
1/31/2019,440.17
2/1/2019,439.85
2/4/2019,439.56
2/5/2019,440.78
2/6/2019,441.06
2/7/2019,441.41
2/8/2019,441.7
2/11/2019,441.67
2/12/2019,441.42
2/13/2019,440.88
2/14/2019,441.5
2/15/2019,441.99
2/19/2019,442.66
2/20/2019,442.39
2/21/2019,441.23
2/22/2019,442
2/25/2019,442.21
2/26/2019,442.88
2/27/2019,441.74
2/28/2019,441.48
3/1/2019,440.53
3/4/2019,441.72
3/5/2019,442.05
3/6/2019,442.35
3/7/2019,443.16
3/8/2019,443.27
3/11/2019,443.18
3/12/2019,444.65
3/13/2019,444.55
3/14/2019,443.91
3/15/2019,445.03
3/18/2019,445.15
3/19/2019,445.12
3/20/2019,446.88
3/21/2019,447.3
3/22/2019,449.98
3/25/2019,450.53
3/26/2019,450.97
3/27/2019,452.04
3/28/2019,452.3
3/29/2019,452.22
4/1/2019,450.25
4/2/2019,450.74
4/3/2019,449.87
4/4/2019,450.4
4/5/2019,450.87
4/8/2019,450.65
4/9/2019,451.54
4/10/2019,452.29
4/11/2019,452.08
4/12/2019,451.68
4/15/2019,452.35
4/16/2019,451.65
4/17/2019,451.59
4/18/2019,452.41
4/22/2019,451.48
4/23/2019,451.95
4/24/2019,453.26
4/25/2019,453.22
4/26/2019,454.01
4/29/2019,453.52
4/30/2019,454.14
5/1/2019,454.37
5/2/2019,453.15
5/3/2019,453.59
5/6/2019,454.05
5/7/2019,455.06
5/8/2019,454.28
5/9/2019,454.64
5/10/2019,454.09
5/13/2019,454.87
5/14/2019,454.59
5/15/2019,455.73
5/16/2019,455.53
5/17/2019,455.72
5/20/2019,455.04
5/21/2019,454.69
5/22/2019,455.54
5/23/2019,456.73
5/24/2019,456.84
5/28/2019,457.94
5/29/2019,457.28
5/30/2019,459.02
5/31/2019,460.87
6/3/2019,462.2
6/4/2019,461.03
6/5/2019,460.85
6/6/2019,460.95
6/7/2019,462.65
6/10/2019,462.05
6/11/2019,462.17
6/12/2019,462.67
6/13/2019,463.38
6/14/2019,463.56
6/17/2019,463.79
6/18/2019,465.27
6/19/2019,466.66
6/20/2019,468.59
6/21/2019,467.91
6/24/2019,469.85
6/25/2019,469.96
6/26/2019,468.79
6/27/2019,470.1
6/28/2019,470.73
7/1/2019,471.15
7/2/2019,472.3
7/3/2019,473.21
7/5/2019,471.26
7/8/2019,470.81
7/9/2019,470.44
7/10/2019,470.43
7/11/2019,468.68
7/12/2019,468.81
7/15/2019,469.86
7/16/2019,469.16
7/17/2019,470.9
7/18/2019,471.52
7/19/2019,471.19
7/22/2019,471.67
7/23/2019,471.48
7/24/2019,472.25
7/25/2019,471.96
7/26/2019,472.24
7/29/2019,472.53
7/30/2019,472.58
7/31/2019,473.61
8/1/2019,477.06
8/2/2019,477.52
8/5/2019,479.67
8/6/2019,480.35
8/7/2019,479.71
8/8/2019,480.39
8/9/2019,479.66
8/12/2019,482.27
8/13/2019,481.41
8/14/2019,483.96
8/15/2019,485.84
8/16/2019,485.08
8/19/2019,483.52
8/20/2019,485.33
8/21/2019,485.04
8/22/2019,484.56
8/23/2019,486.87
8/26/2019,486.39
8/27/2019,488.59
8/28/2019,488.7
8/29/2019,488.12
8/30/2019,488.15
9/3/2019,488.07
9/4/2019,488.68
9/5/2019,485.78
9/6/2019,486.45
9/9/2019,484.18
9/10/2019,480.94
9/11/2019,480.7
9/12/2019,479.93
9/13/2019,476.31
9/16/2019,478.45
9/17/2019,479.42
9/18/2019,479.94
9/19/2019,480.65
9/20/2019,483.35
9/23/2019,483.86
9/24/2019,485.81
9/25/2019,482.88
9/26/2019,483.74
9/27/2019,484.16
9/30/2019,484.74
10/1/2019,485.61
10/2/2019,485.66
10/3/2019,487.31
10/4/2019,488.43
10/7/2019,487.18
10/8/2019,487.49
10/9/2019,486.7
10/10/2019,484.44
10/11/2019,482.8
10/15/2019,482.74
10/16/2019,483.5
10/17/2019,483.62
10/18/2019,484.17
10/21/2019,483.28
10/22/2019,484.54
10/23/2019,484.57
10/24/2019,484.63
10/25/2019,484.23
10/28/2019,483.47
10/29/2019,483.57
10/30/2019,485.44
10/31/2019,487.46
11/1/2019,487.08
11/4/2019,485.44
11/5/2019,483.57
11/6/2019,484.81
11/7/2019,482.57
11/8/2019,482.01
11/12/2019,482.92
11/13/2019,483.88
11/14/2019,485.7
11/15/2019,485.28
11/18/2019,485.88
11/19/2019,486.82
11/20/2019,488.34
11/21/2019,487.13
11/22/2019,487.26
11/25/2019,488.12
11/26/2019,489.44
11/27/2019,488.79
11/29/2019,488.77
12/2/2019,487.09
12/3/2019,490.3
12/4/2019,489.1
12/5/2019,488.63
12/6/2019,488.06
12/9/2019,488.89
12/10/2019,488.82
12/11/2019,490.36
12/12/2019,488.19
12/13/2019,490.59
12/16/2019,489.33
12/17/2019,489.62
12/18/2019,488.94
12/19/2019,489.36
12/20/2019,489.55
12/23/2019,489.36
12/24/2019,490.28
12/26/2019,490.71
12/27/2019,491.29
12/30/2019,491.04
12/31/2019,489.87
1/2/2020,491.5
1/3/2020,493.7
1/6/2020,492.63
1/7/2020,491.68
1/8/2020,490.66
1/9/2020,491.29
1/10/2020,492.97
1/13/2020,492.65
1/14/2020,493.32
1/15/2020,494.39
1/16/2020,494.16
1/17/2020,494.04
1/21/2020,496.11
1/22/2020,496.77
1/23/2020,497.5
1/24/2020,498.59
1/27/2020,500.5
1/28/2020,499
1/29/2020,500.98
1/30/2020,500.33
1/31/2020,502.06
2/3/2020,501.69
2/4/2020,499.85
2/5/2020,498.63
2/6/2020,499.59
2/7/2020,501.63
2/10/2020,502.33
2/11/2020,501.51
2/12/2020,500.9
2/13/2020,501.44
2/14/2020,502.27
2/18/2020,503.45
2/19/2020,503.29
2/20/2020,504.17
2/21/2020,505.44
2/24/2020,507.12
2/25/2020,507.35
2/26/2020,506.02
2/27/2020,506.2
2/28/2020,507.52
3/2/2020,506.36
3/3/2020,511.47
3/4/2020,510.86
3/5/2020,513.68
3/6/2020,515.47
3/9/2020,508.44
3/10/2020,502.87
3/11/2020,496.62
3/12/2020,484.41
3/13/2020,482.42
3/16/2020,481.55
3/17/2020,469.39
3/18/2020,456.23
3/19/2020,445.3
3/20/2020,447.97
3/23/2020,449.3
3/24/2020,449.87
3/25/2020,456.33
3/26/2020,464.92
3/27/2020,471.52
3/30/2020,474.09
3/31/2020,477.33
4/1/2020,476.92
4/2/2020,476.6
4/3/2020,475.85
4/6/2020,476.37
4/7/2020,478.96
4/8/2020,480.53
4/9/2020,490.53
4/13/2020,495.16
4/14/2020,497.74
4/15/2020,499.76
4/16/2020,500.9
4/17/2020,500.31
4/20/2020,500.45
4/21/2020,499.95
4/22/2020,499.23
4/23/2020,500.66
4/24/2020,501.09
4/27/2020,498.82
4/28/2020,500.57
4/29/2020,501.25
4/30/2020,500.07
5/1/2020,500.04
5/4/2020,498.81
5/5/2020,498.4
5/6/2020,495.93
5/7/2020,497.26
5/8/2020,495.01
5/11/2020,492.95
5/12/2020,494.1
5/13/2020,495.05
5/14/2020,495.94
5/15/2020,496.57
5/18/2020,496.65
5/19/2020,499.42
5/20/2020,501.72
5/21/2020,503.2
5/22/2020,504.16
5/26/2020,504.43
5/27/2020,504.88
5/28/2020,505.64
5/29/2020,507.21
6/1/2020,507.28
6/2/2020,508.06
6/3/2020,508.09
6/4/2020,507.49
6/5/2020,509.43
6/8/2020,511.3
6/9/2020,512.33
6/10/2020,514.15
6/11/2020,512.78
6/12/2020,511.93
6/15/2020,511.86
6/16/2020,514.81
6/17/2020,515.59
6/18/2020,516.14
6/19/2020,516.6
6/22/2020,516.43
6/23/2020,515.79
6/24/2020,515.96
6/25/2020,515.21
6/26/2020,516.41
6/29/2020,516.22
6/30/2020,516.32
7/1/2020,517.14
7/2/2020,518.91
7/6/2020,519.97
7/7/2020,522.25
7/8/2020,521.8
7/9/2020,523.76
7/10/2020,523.1
7/13/2020,524.2
7/14/2020,524.11
7/15/2020,524.83
7/16/2020,526.04
7/17/2020,526.74
7/20/2020,528.22
7/21/2020,529.75
7/22/2020,530.91
7/23/2020,532.08
7/24/2020,531.99
7/27/2020,531.25
7/28/2020,532.03
7/29/2020,532.36
7/30/2020,533.14
7/31/2020,533.65
8/3/2020,533.37
8/4/2020,534.99
8/5/2020,534.4
8/6/2020,535.65
8/7/2020,535.05
8/10/2020,534.64
8/11/2020,533.65
8/12/2020,530.82
8/13/2020,528.91
8/14/2020,527.26
8/17/2020,526.91
8/18/2020,527.3
8/19/2020,526.65
8/20/2020,527.82
8/21/2020,528.65
8/24/2020,528.46
8/25/2020,527.3
8/26/2020,526.71
8/27/2020,524.52
8/28/2020,524.45
8/31/2020,525.64
9/1/2020,527.94
9/2/2020,530.14
9/3/2020,530.42
9/4/2020,528.08
9/8/2020,527.56
9/9/2020,527.14
9/10/2020,527.65
9/11/2020,528.08
9/14/2020,528.06
9/15/2020,528.14
9/16/2020,528.33
9/17/2020,528.79
9/18/2020,528.41
9/21/2020,528.31
9/22/2020,527.99
9/23/2020,527.56
9/24/2020,526.37
9/25/2020,525.31
9/28/2020,525.36
9/29/2020,525.76
9/30/2020,524.86
10/1/2020,525.49
10/2/2020,524.98
10/5/2020,523.12
10/6/2020,525.1
10/7/2020,524.24
10/8/2020,525.67
10/9/2020,525.74
10/13/2020,528.19
10/14/2020,528.5
10/15/2020,527.84
10/16/2020,527.94
10/19/2020,527.35
10/20/2020,526.29
10/21/2020,525.61
10/22/2020,524.01
10/23/2020,525.26
10/26/2020,526.58
10/27/2020,527.85
10/28/2020,527.21
10/29/2020,525.37
10/30/2020,523.5
11/2/2020,524.5
11/3/2020,524.46
11/4/2020,529.28
11/5/2020,531.77
11/6/2020,530.55
11/9/2020,530.6
11/10/2020,528.81
11/12/2020,531.14
11/13/2020,530.66
11/16/2020,530.84
11/17/2020,532.55
11/18/2020,533.88
11/19/2020,535.13
11/20/2020,536.6
11/23/2020,536.36
11/24/2020,535.76
11/25/2020,535.57
11/27/2020,537.25
11/30/2020,538
12/1/2020,537.1
12/2/2020,536.29
12/3/2020,538.19
12/4/2020,535.7
12/7/2020,537.36
12/8/2020,537.04
12/9/2020,535.61
12/10/2020,537.06
12/11/2020,537.48
12/14/2020,537.3
12/15/2020,537.03
12/16/2020,537.27
12/17/2020,537.21
12/18/2020,536.9
12/21/2020,537.22
12/22/2020,537.92
12/23/2020,537.11
12/24/2020,537.92
12/28/2020,538.26
12/29/2020,538.6
12/30/2020,539.3
12/31/2020,539.99
1/4/2021,539.66
1/5/2021,537.82
1/6/2021,534.23
1/7/2021,533.14
1/8/2021,532.46
1/11/2021,532.01
1/12/2021,531.88
1/13/2021,534.28
1/14/2021,533.53
1/15/2021,534.43
1/19/2021,535.39
1/20/2021,535.66
1/21/2021,534.68
1/22/2021,534.22
1/25/2021,535.72
1/26/2021,535.42
1/27/2021,535.51
1/28/2021,534.66
1/29/2021,533.77
2/1/2021,534.01
2/2/2021,533.08
2/3/2021,531.95
2/4/2021,532.05
2/5/2021,531.29
2/8/2021,532.3
2/9/2021,532.89
2/10/2021,534.01
2/11/2021,533.35
2/12/2021,531.37
2/16/2021,529.04
2/17/2021,530.26
2/18/2021,530.37
2/19/2021,528.25
2/22/2021,526.28
2/23/2021,525.24
2/24/2021,524.09
2/25/2021,519.22
2/26/2021,525.18
3/1/2021,523.91
3/2/2021,524.29
3/3/2021,522.07
3/4/2021,520.18
3/5/2021,518.25
3/8/2021,516.26
3/9/2021,517.39
3/10/2021,518.34
3/11/2021,518.52
3/12/2021,515.07
3/15/2021,515.69
3/16/2021,515.38
3/17/2021,514.34
3/18/2021,512.41
3/19/2021,513.34
3/22/2021,515.13
3/23/2021,516.92
3/24/2021,517.58
3/25/2021,516.67
3/26/2021,515.9
3/29/2021,515.09
3/30/2021,515.84
3/31/2021,516.46
4/1/2021,519.52
4/2/2021,518.37
4/5/2021,519.22
4/6/2021,520.78
4/7/2021,520.08
4/8/2021,521.61
4/9/2021,520.83
4/12/2021,520.79
4/13/2021,521.95
4/14/2021,521.97
4/15/2021,524.49
4/16/2021,523.16
4/19/2021,522.28
4/20/2021,522.75
4/21/2021,523.22
4/22/2021,523.93
4/23/2021,523.77
4/26/2021,523.9
4/27/2021,522.41
4/28/2021,522.7
4/29/2021,522.11
4/30/2021,522.7
5/3/2021,523.13
5/4/2021,523.88
5/5/2021,524.47
5/6/2021,524.94
5/7/2021,524.83
5/10/2021,523.51
5/11/2021,522.21
5/12/2021,519.85
5/13/2021,520.38
5/14/2021,522.34
5/17/2021,522.29
5/18/2021,522.04
5/19/2021,520.9
5/20/2021,522.59
5/21/2021,523.24
5/24/2021,524.18
5/25/2021,526.19
5/26/2021,526.11
5/27/2021,525.7
5/28/2021,525.44
6/1/2021,525.17
6/2/2021,525.93
6/3/2021,524.98
6/4/2021,527.31
6/7/2021,527.04
6/8/2021,528.42
6/9/2021,530.2
6/10/2021,531.7
6/11/2021,531.52
6/14/2021,530.31
6/15/2021,530.31
6/16/2021,529.24
6/17/2021,531.35
6/18/2021,534.49
6/21/2021,532.31
6/22/2021,532.79
6/23/2021,532.14
6/24/2021,532.34
6/25/2021,531.9
6/28/2021,533.42
6/29/2021,533.97
6/30/2021,534.75
7/1/2021,534.54
7/2/2021,535.64
7/6/2021,537.28
7/7/2021,539.38
7/8/2021,539.69
7/9/2021,537.15
7/12/2021,537.01
7/13/2021,535.6
7/14/2021,537.75
7/15/2021,539.34
7/16/2021,538.91
7/19/2021,541.43
7/20/2021,540.03
7/21/2021,538.49
7/22/2021,540.27
7/23/2021,539.51
7/26/2021,539.31
7/27/2021,541.13
7/28/2021,541.68
7/29/2021,540.62
7/30/2021,541.76
8/2/2021,543.5
8/3/2021,543.28
8/4/2021,543.22
8/5/2021,541.85
8/6/2021,538.97
8/9/2021,537.7
8/10/2021,536.52
8/11/2021,536.28
8/12/2021,536.06
8/13/2021,538.46
8/16/2021,539.61
8/17/2021,539.22
8/18/2021,539.29
8/19/2021,540.05
8/20/2021,539.89
8/23/2021,540.24
8/24/2021,539.25
8/25/2021,537.97
8/26/2021,538.44
8/27/2021,539.94
8/30/2021,541.1
8/31/2021,540.59
9/1/2021,540.43
9/2/2021,541.39
9/3/2021,539.99
9/7/2021,538.25
9/8/2021,539.13
9/9/2021,541.29
9/10/2021,540.2
9/13/2021,541.74
9/14/2021,543.53
9/15/2021,542.87
9/16/2021,541.65
9/17/2021,540.74
9/20/2021,542.6
9/21/2021,542.46
9/22/2021,543.45
9/23/2021,539.98
9/24/2021,538.74
9/27/2021,538.09
9/28/2021,535.27
9/29/2021,535.8
9/30/2021,535.37
10/1/2021,536.73
10/4/2021,536.29
10/5/2021,534.72
10/6/2021,534.85
10/7/2021,533.02
10/8/2021,531.35
10/12/2021,532.97
10/13/2021,534.38
10/14/2021,535.62
10/15/2021,534.44
10/18/2021,534.79
10/19/2021,532.84
10/20/2021,531.86
10/21/2021,530.94
10/22/2021,532.48
10/25/2021,532.71
10/26/2021,534.13
10/27/2021,537.1
10/28/2021,535.95
10/29/2021,536.21
11/1/2021,535.23
11/2/2021,536.35
11/3/2021,535.02
11/4/2021,537.55
11/5/2021,540.64
11/8/2021,539.99
11/9/2021,542.13
11/10/2021,537.76
11/12/2021,536.5
11/15/2021,533.78
11/16/2021,532.76
11/17/2021,533.88
11/18/2021,534.52
11/19/2021,535.97
11/22/2021,533.08
11/23/2021,529.77
11/24/2021,531.25
11/26/2021,535.57
11/29/2021,534
11/30/2021,536.22
12/1/2021,536.92
12/2/2021,536.16
12/3/2021,538.81
12/6/2021,537.41
12/7/2021,537.38
12/8/2021,534.75
12/9/2021,535.34
12/10/2021,535.06
12/13/2021,537.52
12/14/2021,536.14
12/15/2021,534.44
12/16/2021,535.53
12/17/2021,536.53
12/20/2021,535.17
12/21/2021,534.63
12/22/2021,535.79
12/23/2021,534.64
12/27/2021,535.53
12/28/2021,535.69
12/29/2021,533.66
12/30/2021,535.29
12/31/2021,535.59
1/3/2022,531.75
1/4/2022,530.51
1/5/2022,529.35
1/6/2022,528.39
1/7/2022,526.79
1/10/2022,526.08
1/11/2022,527.23
1/12/2022,527.01
1/13/2022,528.05
1/14/2022,524.43
1/18/2022,520.64
1/19/2022,521.96
1/20/2022,522.47
1/21/2022,523.63
1/24/2022,521.76
1/25/2022,521.41
1/26/2022,519.2
1/27/2022,519.88
1/28/2022,518.94
1/31/2022,518.87
2/1/2022,519.05
2/2/2022,520.42
2/3/2022,517.66
2/4/2022,513.23
2/7/2022,513.31
2/8/2022,512.33
2/9/2022,513.24
2/10/2022,508.64
2/11/2022,511.16
2/14/2022,507.68
2/15/2022,506.02
2/16/2022,506.01
2/17/2022,506.63
2/18/2022,507.12
2/22/2022,506.66
2/23/2022,503.97
2/24/2022,502.74
2/25/2022,504.68
2/28/2022,509.31
3/1/2022,512.38
3/2/2022,505.43
3/3/2022,507.33
3/4/2022,509.31
3/7/2022,505.24
3/8/2022,500.95
3/9/2022,499.93
3/10/2022,496.7
3/11/2022,496.22
3/14/2022,490.6
3/15/2022,490.71
3/16/2022,494.07
3/17/2022,496.07
3/18/2022,498.47
3/21/2022,494.38
3/22/2022,492.45
3/23/2022,495.95
3/24/2022,493.49
3/25/2022,490.5
3/28/2022,491.88
3/29/2022,495.2
3/30/2022,497.26
3/31/2022,497.67
4/1/2022,496.89
4/4/2022,497.02
4/5/2022,493.44
4/6/2022,490.54
4/7/2022,489.47
4/8/2022,486.21
4/11/2022,483.06
4/12/2022,483.33
4/13/2022,482.83
4/14/2022,479.58
4/18/2022,478.24
4/19/2022,475.54
4/20/2022,478.53
4/21/2022,476.22
4/22/2022,474.03
4/25/2022,475.58
4/26/2022,478.22
4/27/2022,475.6
4/28/2022,474.7
4/29/2022,472.02
5/2/2022,468.45
5/3/2022,469.73
5/4/2022,471.96
5/5/2022,469.23
5/6/2022,465.8
5/9/2022,466.77
5/10/2022,467.79
5/11/2022,470.42
5/12/2022,470.52
5/13/2022,468.2
5/16/2022,468.52
5/17/2022,465.85
5/18/2022,467.52
5/19/2022,467.95
5/20/2022,469.67
5/23/2022,467.91
5/24/2022,472
5/25/2022,474.78
5/26/2022,477.03
5/27/2022,478.31
5/31/2022,476.1
6/1/2022,475.25
6/2/2022,475.32
6/3/2022,474.37
6/6/2022,471.46
6/7/2022,472.7
6/8/2022,471.32
6/9/2022,470.59
6/10/2022,466.09
6/13/2022,456.95
6/14/2022,454.5
6/15/2022,459.93
6/16/2022,459.51
6/17/2022,460.28
6/21/2022,458.44
6/22/2022,461.25
6/23/2022,462.52
6/24/2022,461.7
6/27/2022,460.33
6/28/2022,459.94
6/29/2022,461.75
6/30/2022,462.52
7/1/2022,465.24
7/5/2022,466.2
7/6/2022,464.23
7/7/2022,464.18
7/8/2022,463.14
7/11/2022,466.29
7/12/2022,466.8
7/13/2022,467.83
7/14/2022,465.9
7/15/2022,467.89
7/18/2022,467.75
7/19/2022,467.02
7/20/2022,468.01
7/21/2022,471.74
7/22/2022,476.07
7/25/2022,473.85
7/26/2022,472.92
7/27/2022,473.82
7/28/2022,477.05
7/29/2022,477.82
8/1/2022,481.07
8/2/2022,476.39
8/3/2022,478.69
8/4/2022,479.73
8/5/2022,474.56
8/8/2022,476.94
8/9/2022,475.41
8/10/2022,476.23
8/11/2022,474.79
8/12/2022,476.75
8/15/2022,477.78
8/16/2022,477.69
8/17/2022,474.5
8/18/2022,475.09
8/19/2022,471.62
8/22/2022,469.28
8/23/2022,468.44
8/24/2022,467.46
8/25/2022,470.14
8/26/2022,470.43
8/29/2022,467.58
8/30/2022,467.29
8/31/2022,464.95
9/1/2022,460.87
9/2/2022,462.91
9/6/2022,458.37
9/7/2022,461.05
9/8/2022,460.3
9/9/2022,461.34
9/12/2022,461.2
9/13/2022,458.99
9/14/2022,458.83
9/15/2022,457.97
9/16/2022,456.52
9/19/2022,456.21
9/20/2022,454.48
9/21/2022,456.4
9/22/2022,450.86
9/23/2022,450.32
9/26/2022,444.92
9/27/2022,440.23
9/28/2022,444.67
9/29/2022,441.88
9/30/2022,441.7
10/3/2022,446.45
10/4/2022,448.75
10/5/2022,446.06
10/6/2022,445.33
10/7/2022,443.02
10/11/2022,439.73
10/12/2022,439.44
10/13/2022,437.35
10/14/2022,436.44
10/17/2022,436.76
10/18/2022,438.06
10/19/2022,434.41
10/20/2022,432.06
10/21/2022,430.75
10/24/2022,431.39
10/25/2022,435.83
10/26/2022,438.22
10/27/2022,440.43
10/28/2022,439.43
10/31/2022,438.57
11/1/2022,439.95
11/2/2022,439.9
11/3/2022,437.48
11/4/2022,436.9
11/7/2022,436.45
11/8/2022,438.42
11/9/2022,438.81
11/10/2022,446.79
11/14/2022,447.87
11/15/2022,451.7
11/16/2022,454.53
11/17/2022,452.81
11/18/2022,452.36
11/21/2022,453.32
11/22/2022,455.55
11/23/2022,458.28
11/25/2022,458.9
11/28/2022,459.05
11/29/2022,457.01
11/30/2022,458.96
12/1/2022,464.65
12/2/2022,466.28
